D-14,D-13,D-12,D-11,D-10,D-9,D-8,D-7,D-6,D-5,D-4,D-3,D-2,D-1,Dday,marketAverage,fluctuation,amount,label
0.67,-1.33,0.68,0.0,-2.91,-4.61,0.0,-4.59,2.53,4.69,-1.18,2.15,8.88,-1.29,-4.35,0.31,2,2,-23.68181818181818
6.69,-0.57,-2.58,-2.94,-2.42,-1.24,0.0,0.63,4.69,0.9,-0.3,4.75,-0.85,-0.57,0.29,0.73,2,2,1.4326647564469885
-1.23,-0.94,2.45,-8.56,-2.41,-5.53,1.74,-0.63,-1.66,-2.28,0.24,0.12,1.73,-3.45,-1.76,0.75,2,2,7.33662145499383
0.0,-1.3,-1.32,2.67,-1.62,-0.33,-6.62,-1.42,3.96,-2.77,1.42,1.75,0.0,1.38,0.0,-0.08,2,2,6.870748299319729
0.63,-1.88,-2.56,0.98,-1.95,1.32,1.96,-1.6,0.0,0.65,-0.65,0.33,0.0,-1.3,-1.32,-1.29,2,2,-3.6666666666666625
0.0,1.11,-0.18,-0.18,10.29,-4.0,2.6,-1.52,7.56,-3.19,-1.16,0.67,-1.33,5.88,-1.59,0.31,3,3,24.35483870967743
-3.41,3.87,2.59,11.51,0.28,4.37,-1.76,1.24,-1.9,-3.05,-3.0,-1.18,0.45,0.3,-2.07,0.98,3,3,-15.70996978851964
1.93,-2.92,-0.18,-0.35,0.18,1.78,5.06,-2.33,-3.74,9.36,0.16,4.68,-6.32,8.22,1.22,1.49,3,3,0.6006006006006093
-0.95,3.06,0.19,0.0,1.11,-0.18,-0.18,10.29,-4.0,2.6,-1.52,7.56,-3.19,-1.16,0.67,-0.69,3,3,15.588723051409614
-2.59,-3.36,6.81,-0.14,-1.9,2.91,4.44,0.26,4.24,-2.59,-2.78,3.26,0.5,-0.88,-3.8,-1.01,3,3,0.39473684210526994
0.96,-0.16,-1.44,-0.49,-0.16,-3.75,-1.35,1.54,2.03,1.66,3.75,-0.94,0.32,1.11,1.56,0.37,3,3,-8.923076923076923
0.23,-0.23,-0.69,-0.46,-1.85,-0.24,0.47,0.24,0.94,-2.33,-0.48,0.96,-0.47,0.71,1.65,-1.0,2,1,-4.88372093023256
-1.2,-2.91,-1.25,0.0,0.0,0.0,-1.01,-1.53,0.0,0.78,-0.77,0.0,-0.26,1.04,1.29,-1.53,2,1,7.614213197969533
0.47,-1.88,0.24,-0.48,-2.16,-0.49,-1.97,-1.51,1.02,1.01,-0.75,0.0,-0.5,0.25,0.51,0.43,2,1,-1.2562814070351758
-0.48,-2.16,-0.49,-1.97,-1.51,1.02,1.01,-0.75,0.0,-0.5,0.25,0.51,-2.26,0.0,-0.51,-0.19,2,1,0.7751937984496138
0.41,-0.82,-0.62,-0.63,0.21,-1.26,-0.85,0.43,1.71,-1.89,1.71,-2.1,-0.64,0.0,-0.65,-0.23,2,1,1.0869565217391353
1.46,4.94,-1.96,3.6,-3.28,2.4,-3.9,-3.25,-1.26,4.03,7.14,-1.52,2.51,-6.6,4.44,0.32,2,1,-8.510638297872342
-4.32,0.9,3.13,-0.22,-3.04,0.0,0.45,1.34,-2.42,1.35,-2.67,-3.2,-2.6,0.73,-1.69,-0.67,2,2,-13.725490196078427
-1.84,-3.85,2.49,-3.49,-0.88,-0.22,-0.33,-2.67,4.91,-0.22,0.76,0.54,-2.58,1.77,0.33,0.11,2,2,-4.978354978354982
1.81,0.53,0.0,-5.13,-1.87,-0.57,0.57,-2.47,2.14,-0.57,-2.5,-6.3,0.42,0.63,-0.62,-0.61,2,2,-5.4393305439330515
-0.79,-0.45,-1.48,0.92,0.69,-2.39,1.05,-1.04,0.23,2.33,-0.23,-4.33,-3.93,2.73,2.9,-0.71,2,2,3.98593200468933
-0.87,10.79,6.96,2.97,0.0,0.72,0.36,-3.75,1.3,-0.73,-3.32,-1.34,-3.29,2.2,7.44,0.48,2,2,-2.3679417122040025
-0.91,-2.35,2.19,-1.02,3.31,-0.3,-1.1,1.42,-0.3,0.7,6.37,-0.19,-3.94,-3.32,3.03,1.18,2,2,-9.901960784313724
-2.03,2.59,-0.76,-3.31,1.84,1.81,3.05,-0.49,-3.22,1.02,-3.8,-1.32,-0.27,1.6,-1.58,-0.14,1,2,-5.614973262032086
-6.39,-1.83,1.99,7.31,-0.23,2.84,-1.0,-1.12,1.69,-0.11,0.0,2.89,5.95,2.24,0.0,-1.29,1,2,1.5968063872255467
2.84,-1.0,-1.12,1.69,-0.11,0.0,2.89,5.95,2.24,0.0,3.99,-0.38,0.58,1.34,-2.46,-0.47,1,2,-13.08139534883721
1.57,1.12,-1.21,2.57,4.74,5.47,7.31,-1.54,-0.22,0.67,-0.44,4.91,-0.43,0.21,-2.99,0.41,1,2,-9.010989010989013
-1.51,-3.29,0.0,0.0,-2.04,-6.6,-7.2,0.13,-9.88,-3.26,-3.83,8.92,4.53,-8.81,-7.67,-2.56,1,2,3.322259136212624
0.0,-3.2,3.46,-3.04,-0.78,-7.42,2.56,2.66,2.76,2.21,0.77,-0.31,-1.69,1.41,-1.54,-0.23,1,2,2.6604068857589924
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,3,2,0.0
0.0,1.18,0.83,3.15,-1.44,0.0,-2.93,4.03,-2.26,1.65,0.0,-29.87,-20.49,-3.93,-10.61,0.16,3,2,3.7288135593220417
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.71,3,2,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,3,2,0.0
0.0,1.18,0.83,3.15,-1.44,0.0,-2.93,4.03,-2.26,1.65,0.0,-29.87,-20.49,-3.93,-10.61,0.16,3,2,3.7288135593220417
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.13,3,2,0.0
-3.57,-3.24,-1.28,-1.45,-0.82,0.5,-0.99,2.33,-0.65,2.61,-2.23,0.33,0.81,-0.48,2.43,-0.63,3,2,61.45339652448658
-4.88,0.99,4.1,15.01,0.33,0.0,0.0,-2.11,-4.49,-5.39,-0.92,5.01,-0.35,0.71,2.11,-0.03,3,2,-2.758620689655178
-2.33,-2.98,-1.38,-2.96,5.62,2.58,5.63,-1.96,-2.43,-0.29,2.35,-2.01,3.23,-3.13,-2.2,-1.47,3,2,2.8485757121439192
0.63,-1.13,-0.63,0.64,-0.63,0.26,-1.91,-1.17,5.38,-1.99,0.13,-0.25,-1.4,0.0,0.65,0.77,3,2,-0.2564102564102555
1.23,-2.27,2.63,-0.15,-0.15,-0.61,-0.15,-0.3,0.0,-1.38,-1.09,3.29,-0.76,-0.31,0.92,-1.09,3,2,-8.510638297872342
-1.72,-0.63,3.27,-0.73,0.12,-0.12,-0.86,-0.62,1.12,-2.22,-0.13,0.63,-1.13,-0.63,0.64,-0.03,3,2,-7.097591888466415
-0.42,-3.09,2.88,2.92,1.3,-29.97,-26.06,8.0,-3.34,14.99,-5.16,1.09,29.94,12.2,0.13,0.96,2,2,109.11528150134049
1.71,4.9,-2.77,0.0,1.05,-3.12,-1.07,-1.4,-1.89,-5.45,-5.42,-8.42,4.31,0.75,5.77,0.78,2,2,0.17605633802817433
4.61,-1.23,-3.93,-1.3,-2.45,0.0,-2.12,0.99,-2.15,0.2,1.59,-1.76,0.4,-1.49,-1.82,-1.14,2,2,-19.52723535457348
1.59,-1.76,0.4,-1.49,-1.82,0.41,0.1,-1.12,-2.9,-7.56,-1.61,-5.85,0.5,-0.99,4.38,2.5,2,2,-2.275449101796412
-5.91,-4.11,-7.56,6.27,4.17,7.08,-2.82,-0.06,-2.19,0.24,-0.42,-3.09,2.88,2.92,1.3,-0.4,2,2,2.215743440233231
0.0,0.8,-0.13,-2.93,-0.27,-0.96,-0.56,-0.98,1.83,-0.55,-0.28,0.56,1.11,0.55,2.73,0.27,2,2,-5.319148936170215
1.08,0.09,-0.84,-2.02,-2.73,2.12,-1.54,1.62,0.05,-2.65,3.32,0.43,0.91,0.61,-0.52,-0.67,2,1,-3.1190926275992403
2.55,3.42,-1.55,-4.06,1.32,-0.63,-4.88,0.71,1.08,0.09,-0.84,-2.02,-2.73,2.12,-1.54,-2.45,2,1,0.9313725490196045
2.55,3.42,-1.55,-4.06,1.32,-0.63,-4.88,0.71,1.08,0.09,-0.84,-2.02,-2.73,2.12,-1.54,-2.45,2,1,0.9313725490196045
-0.2,-2.39,-1.17,0.16,2.06,0.4,1.26,0.4,-0.54,4.28,4.06,1.51,0.77,1.53,3.84,-1.71,2,1,-13.659574468085111
-4.81,2.55,3.42,-1.55,-4.06,1.32,-0.63,-4.88,0.71,1.08,0.09,-0.84,-2.02,-2.73,2.12,-0.31,2,1,-1.3513513513513487
1.53,3.84,-1.83,-4.81,2.55,3.42,-1.55,-4.06,1.32,-0.63,-4.88,0.71,1.08,0.09,-0.84,-1.5,2,1,-1.2682010333489924
-1.2,-0.49,0.0,-1.22,3.95,0.48,-1.18,1.67,0.71,-1.87,0.0,1.67,-2.34,0.72,-0.95,-0.35,2,2,-10.096153846153843
-4.02,-4.19,0.97,4.33,0.46,0.23,2.75,0.89,0.22,-0.22,-0.66,0.22,1.55,1.53,1.08,-0.77,2,2,-9.999999999999998
-0.45,1.92,0.44,-0.22,-0.22,-1.33,-0.22,-3.72,-1.87,-2.38,-2.08,0.37,2.24,-1.82,1.98,0.91,2,2,-5.825242718446599
-1.69,0.62,0.98,1.33,-8.49,1.57,-0.26,-0.13,0.0,0.65,0.64,-1.02,-1.03,-1.04,-0.26,1.04,2,2,15.699208443271772
0.65,-0.43,1.09,-1.29,0.22,-0.65,0.22,0.66,-0.65,0.66,1.74,-0.85,0.0,4.52,4.32,-0.99,2,2,-8.284023668639051
-3.3,-1.97,6.04,-5.01,-2.73,-4.11,-4.48,0.82,-3.04,-0.42,-2.31,0.43,2.14,-2.72,-3.23,-2.45,2,2,2.8888888888888964
-1.07,-1.08,0.91,-0.54,0.36,-1.45,-1.47,2.8,-0.73,4.4,-2.46,-1.08,-1.82,3.15,-1.26,0.17,1,3,10.909090909090914
0.0,0.0,-0.49,-3.59,-1.02,-2.74,0.35,1.58,-1.21,4.2,-1.34,0.34,2.03,-1.0,3.02,0.84,1,3,1.1399668325041468
-2.17,2.73,2.32,-0.16,-1.3,0.82,-0.33,1.15,1.13,-0.64,0.81,-0.8,-0.64,-1.3,-1.15,-1.53,1,3,-16.6113163040442
-0.34,1.72,-0.68,1.87,0.0,-1.67,2.04,2.83,-0.16,1.94,0.0,-0.79,0.0,-0.8,-0.16,-1.0,1,3,-2.589104473677273
1.14,1.31,0.37,0.0,-2.03,-1.13,-0.57,-0.77,-0.58,-1.75,-0.4,1.79,1.95,-0.38,-2.3,-1.84,1,3,18.0747379371049
14.61,1.54,-0.45,-2.43,-1.87,-0.32,-3.5,0.66,-3.77,-0.34,2.05,0.84,-2.33,2.04,-0.5,0.35,1,3,-0.16750418760469454
-1.85,0.38,-0.75,-6.04,-0.4,2.42,1.97,-1.47,3.61,-1.13,-2.98,0.47,3.69,-4.84,-2.94,-1.7,3,2,-2.2950819672131195
1.72,0.68,0.34,0.0,0.33,-0.67,-0.34,0.67,-1.67,3.4,-1.97,1.34,-1.66,-0.34,4.39,0.95,3,2,-8.414239482200648
-1.65,2.05,-1.51,0.0,-1.6,0.22,-2.29,1.13,0.9,-2.37,-3.26,0.16,-4.54,0.49,1.39,0.17,3,2,20.273531777956567
-0.36,0.36,1.45,0.0,-0.36,1.08,-0.36,-2.14,0.0,-0.36,0.37,0.73,-1.09,-0.37,0.37,0.15,3,2,-1.46520146520146
-4.12,-4.01,-2.09,1.22,0.0,-2.71,3.1,-1.2,-0.3,0.3,-0.3,4.27,-3.22,-4.23,-2.84,1.03,3,2,-6.818181818181824
0.0,0.61,-0.3,-0.92,-1.85,0.94,2.18,-3.05,2.52,1.23,-2.73,-0.93,0.94,0.93,-1.85,0.62,3,2,0.3144654088050425
-4.43,-0.19,-1.35,-1.57,0.0,-2.19,0.2,-3.66,-8.02,-0.92,3.7,3.57,1.08,4.48,0.82,0.26,2,3,-8.502024291497978
0.0,-0.33,-4.83,0.0,0.35,-1.4,3.01,0.34,-1.88,1.92,2.05,-2.52,-2.07,0.18,-4.74,-1.01,2,3,25.96685082872927
-1.9,0.0,0.0,1.08,-0.43,1.28,-2.74,-3.25,3.59,-2.38,-0.67,1.12,-2.65,-1.81,6.0,1.87,2,3,10.457516339869288
1.97,1.23,-0.35,2.26,-5.1,-1.08,-4.71,2.85,-2.77,0.57,0.76,-2.06,-5.56,0.2,2.63,-0.09,2,3,-5.128205128205132
-0.38,-2.29,-0.78,-2.76,2.03,2.19,-2.33,4.38,6.11,-5.94,0.19,5.15,-1.81,-2.03,2.64,-0.91,2,3,15.625
-2.68,-0.92,-0.74,0.56,8.35,-3.08,1.06,-5.59,0.0,-0.74,2.99,3.8,-2.62,-0.72,0.72,0.68,2,3,1.0752688172043001
-4.05,5.25,-1.06,-2.37,-2.03,-3.35,-3.22,-1.11,5.35,2.7,3.27,-1.93,4.57,-3.01,-1.17,-0.36,3,2,15.330188679245293
-2.48,-8.54,-2.37,-2.28,-1.02,1.4,4.07,-2.03,-4.28,-4.77,-3.76,-3.66,5.06,3.05,-5.22,-1.71,3,2,38.73355263157894
7.05,-8.76,-1.5,-4.06,6.4,-6.9,2.07,-4.3,2.97,-3.48,0.61,-1.82,-6.49,-1.52,-2.48,-1.0,3,2,-16.724019270474876
-3.01,-1.17,0.08,4.24,8.82,0.07,-0.55,8.77,-3.58,-2.99,2.8,-0.53,-0.4,-4.57,3.87,-1.06,3,2,-17.00542005420054
0.08,4.24,8.82,0.07,-0.55,8.77,-3.58,-2.99,2.8,-0.53,-0.4,-4.57,3.87,-1.08,0.48,-0.83,3,2,-17.85957736877982
-4.99,-0.98,1.97,0.15,-2.45,-4.56,1.59,1.25,1.01,-2.61,-3.54,-1.22,-0.41,2.74,-2.26,-0.09,3,2,-3.3057851239669422
2.3,3.6,5.22,-2.27,1.27,-2.51,3.21,-0.41,0.63,1.86,-0.2,1.63,-1.6,-2.44,3.97,0.62,1,3,-12.851405622489963
-0.29,-0.29,0.0,1.45,1.71,0.28,-1.12,-0.85,-1.43,4.06,-0.28,-3.63,1.16,0.0,0.57,0.46,1,3,-0.2849002849002802
-0.28,-1.12,-1.7,0.0,4.9,1.92,3.23,-1.31,0.0,1.32,0.52,-3.9,2.16,-2.38,-0.81,-0.31,1,3,-13.11475409836066
4.45,1.42,0.84,-3.33,3.45,0.83,1.65,-0.54,-0.27,-2.73,0.84,-0.56,5.04,3.2,-1.81,-1.06,1,3,-5.789473684210522
1.02,0.34,0.0,2.68,-0.33,-1.31,-1.99,4.75,5.83,-2.75,4.4,2.41,0.59,-0.58,-2.06,0.2,1,3,16.216216216216207
1.35,-0.22,-1.11,-2.7,-1.39,0.94,1.63,0.23,2.97,-2.66,0.46,-2.49,-2.09,-0.71,-0.48,0.04,1,3,18.26923076923077
2.83,-2.0,-2.17,-0.65,-1.05,-1.06,2.28,2.88,0.38,6.6,-3.1,-7.0,-0.13,-1.46,0.94,0.17,2,2,-7.047872340425531
0.1,-1.67,-2.98,-5.7,3.95,-3.13,0.0,-2.89,-1.31,1.69,2.84,1.27,-1.37,-0.92,-1.51,-0.53,2,2,-9.57446808510638
-0.8,-1.61,-1.43,-0.21,0.62,-0.41,0.41,3.93,5.77,1.5,-3.52,2.11,9.59,-8.23,-0.56,-0.13,2,2,-3.57142857142857
-0.83,2.92,-2.23,-7.87,1.57,-2.65,2.73,4.2,1.49,0.0,-2.72,-2.15,1.54,-0.65,-1.31,0.65,2,2,15.011037527593828
4.78,16.26,-4.84,-1.65,-2.23,1.86,-1.82,-0.57,3.59,-2.5,1.56,0.0,-5.04,5.75,-0.98,0.41,2,2,-2.8169014084507005
2.97,-0.43,-0.29,0.73,0.29,-0.86,-1.01,-0.73,-0.15,1.33,-2.92,0.15,4.05,-0.58,-0.14,0.48,2,2,34.10740203193032
-0.66,0.53,-1.57,-0.53,0.4,8.41,0.25,-0.86,-0.25,-0.25,0.0,-0.5,2.13,0.0,2.7,-0.61,2,2,-10.14319809069213
-4.55,0.35,-2.64,-0.54,0.73,-2.16,2.95,-1.43,-0.91,0.92,0.91,2.52,-0.35,-0.53,-0.18,-0.54,2,2,1.4184397163120588
-5.26,0.25,3.78,1.94,-4.29,-0.5,-3.0,-3.35,0.27,-4.79,5.59,-3.17,-4.92,-3.74,-1.49,1.29,2,2,-2.1212121212121238
0.0,1.51,-1.19,1.5,-1.78,-1.51,-0.31,0.0,-1.53,-0.62,0.0,0.31,0.31,-0.93,0.0,0.71,2,2,5.031446540880502
-2.39,-5.2,0.52,-3.29,9.57,4.37,-5.58,-1.97,-1.21,2.24,-1.69,-3.64,0.63,-3.76,2.28,1.99,2,2,-6.362672322375396
-1.52,-1.16,-2.22,0.13,0.27,0.0,-2.66,-3.68,-1.84,-0.58,-1.02,-0.73,-3.69,-7.21,-0.17,0.13,2,2,-1.655629139072845
3.5,-3.54,0.41,-2.27,0.08,4.98,1.26,-0.39,-1.8,-3.03,0.08,-4.52,1.21,-3.4,-3.52,0.66,2,3,3.4703196347031895
-2.48,-6.29,-3.35,0.5,3.29,-2.87,2.95,-2.07,-6.83,-0.87,-5.99,4.31,0.0,6.28,-1.86,-1.0,2,3,65.57659208261617
-5.34,6.62,-9.58,-2.03,-2.08,1.41,-1.31,-2.29,-3.97,0.09,-9.12,2.9,5.03,2.58,-0.47,-1.23,2,3,-11.246485473289603
0.52,4.93,1.32,0.0,3.5,-3.54,0.41,-2.27,0.08,4.98,1.26,-0.39,-1.8,-3.03,0.08,0.42,2,3,-2.960526315789469
0.52,0.41,-7.07,-1.21,-1.45,-5.55,-0.48,8.07,1.34,0.33,-1.32,-3.11,-2.41,0.35,0.94,0.27,2,3,8.468677494199529
0.64,6.02,3.38,2.8,2.95,3.2,-2.99,-4.08,-2.53,0.83,0.82,0.58,-0.23,-0.23,0.35,1.16,2,3,-8.77598152424942
-1.74,-0.47,1.78,-0.58,0.82,-3.38,1.45,-0.12,0.0,11.9,6.81,-0.5,5.11,0.57,3.22,0.58,2,2,-9.724770642201829
11.83,9.2,1.05,1.04,-8.04,7.51,-3.34,0.97,-1.18,-0.32,-5.86,-2.88,4.98,3.95,-2.93,-0.59,2,2,30.347144456886888
0.15,0.3,-4.02,-0.78,2.03,-1.07,0.93,2.45,1.2,0.0,3.55,-0.86,3.75,-0.97,-1.4,-0.91,2,2,8.67709815078237
2.93,-3.19,-0.59,-0.24,-4.5,0.25,6.19,-2.33,-4.53,13.75,-0.33,-3.09,-5.69,1.33,1.43,1.68,2,2,11.032863849765251
0.62,-1.59,-1.24,-1.01,1.4,-1.13,-2.41,0.52,-3.88,-3.1,0.56,4.56,-0.92,1.07,-0.4,0.17,2,2,-0.6616922427143512
-0.8,-1.31,-0.51,1.03,2.85,-1.28,-2.4,6.67,0.96,-3.05,4.52,8.08,-3.65,13.72,-0.95,0.47,2,2,-17.467948717948723
-9.4,-0.94,0.38,-3.23,-0.98,-5.94,2.53,3.29,4.57,0.19,-6.74,-7.63,-1.32,-2.9,4.71,1.5,3,2,-4.3907793633369945
-1.97,2.46,-5.45,3.92,2.44,-2.16,-2.65,-2.73,-2.1,-2.63,-4.9,0.98,-2.09,5.58,-1.43,-2.24,3,2,-6.813627254509013
-2.99,-7.69,0.0,5.71,-2.93,-0.81,1.29,-1.96,2.59,-5.63,3.16,4.83,7.09,0.0,-2.94,-0.28,3,2,-3.1385281385281405
-0.3,2.62,-1.18,0.2,-11.39,-0.11,-5.59,1.66,-1.52,-0.95,3.82,-1.84,-5.98,-2.74,-0.64,-0.89,3,2,-26.32258064516129
3.03,-1.71,13.95,3.96,-3.29,6.89,0.5,21.5,0.75,6.74,1.98,-2.63,-14.77,1.81,-1.18,-0.97,3,2,-5.018726591760303
-1.34,1.98,-3.27,-1.25,-0.25,-3.82,-4.37,3.46,-0.67,2.69,-2.75,-2.16,-0.96,-1.67,-3.39,-1.07,3,2,51.97473304256279
-6.17,1.6,-2.21,3.23,3.59,-0.75,-0.61,-3.67,-8.25,-2.42,1.42,4.2,5.03,0.32,8.28,0.3,2,2,-17.05882352941176
0.95,5.41,-4.69,5.62,-5.1,3.04,-0.91,1.37,8.35,-1.46,4.65,0.61,1.41,-4.95,-4.79,0.38,2,2,-2.844638949671774
0.22,-6.4,4.52,0.55,1.54,-1.19,-1.1,-2.22,1.7,0.34,-2.56,1.71,0.0,-1.12,1.93,1.81,2,2,3.678929765886285
-3.28,0.89,0.18,5.48,-2.85,5.0,4.93,-6.1,-2.83,-2.74,-1.59,1.43,-4.24,2.58,2.7,0.27,2,2,-11.208406304728546
0.15,-0.76,-2.76,-4.57,-7.1,3.55,0.86,1.02,0.84,-2.0,-2.04,0.35,5.2,1.98,-0.32,1.21,2,2,2.1069692058346856
-1.87,-1.17,-0.89,-1.94,-1.67,1.39,2.75,-1.49,-0.45,0.15,0.0,0.45,-0.9,-0.76,-1.68,0.16,2,2,6.230529595015577
-0.22,-2.48,0.0,0.66,-2.86,0.91,-1.57,0.0,0.11,2.16,2.12,0.33,-1.74,0.44,-1.43,-0.03,2,1,-19.798657718120804
-0.14,-0.14,-0.98,-3.53,0.73,1.45,2.01,1.83,-1.79,0.0,1.4,1.39,0.55,1.36,1.61,-1.08,2,1,1.451187335092352
-2.2,0.83,-0.94,-1.78,-2.17,0.25,-4.06,1.41,1.9,0.37,0.0,0.0,2.97,-0.6,-0.85,-0.87,2,1,7.186358099878198
-0.11,1.4,0.53,0.21,1.37,4.78,6.75,-1.67,2.65,-5.52,2.92,2.46,-0.18,0.56,0.0,0.82,2,1,0.36832412523020164
0.25,0.0,-0.5,-0.25,-0.5,-2.28,1.29,-0.89,-1.42,1.57,3.73,-0.5,-2.0,-0.89,-1.03,-0.45,2,1,2.204928664072625
0.11,0.43,-3.53,3.77,0.21,-1.07,-0.22,-2.48,0.0,0.66,-2.86,0.91,-1.57,0.0,0.11,1.2,2,1,-18.792710706150338
1.49,-0.37,3.32,-0.36,3.23,-1.22,1.23,0.17,-1.21,0.0,1.23,1.39,1.03,-0.85,1.54,1.04,1,3,-4.033613445378148
1.57,3.28,1.49,-0.37,3.32,-0.36,3.23,-1.22,1.23,0.17,-1.21,0.0,1.23,1.39,1.03,-0.14,1,3,-2.876480541455162
0.53,1.45,1.04,-2.19,-1.45,-2.27,3.55,-3.03,-1.09,0.55,2.05,0.27,-0.27,1.34,0.79,0.92,1,3,-3.5386631716906924
-2.21,-1.29,-0.22,-2.29,0.0,-1.23,-0.56,-3.86,-3.07,-4.02,0.89,3.02,1.96,-0.24,1.2,0.62,1,3,-0.7125890736342066
0.0,1.23,1.39,1.03,-0.85,1.54,0.17,0.84,-1.0,1.18,-1.16,0.17,0.34,1.0,-0.5,-0.67,1,3,-10.14975041597338
1.05,0.35,5.98,-1.52,-6.73,0.59,0.71,0.12,-0.47,9.84,5.12,-4.46,-2.76,-1.75,0.56,0.34,1,3,-6.961325966850829
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28,3,2,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09,3,2,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.17,3,2,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.76,3,2,0.0
-2.6,2.22,1.09,29.89,29.97,0.64,-18.48,-2.02,-1.27,-6.1,-10.77,7.09,-0.89,-0.18,-2.17,-0.91,3,2,-2.0332717190388205
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,3,2,0.0
0.82,0.16,1.13,0.8,3.49,-4.14,-2.4,1.15,0.16,-2.27,0.83,4.43,-2.04,2.09,0.0,-1.14,3,2,11.949685534591193
-6.42,-3.81,-5.74,-5.04,0.44,-0.22,3.09,0.0,-1.5,-1.3,-0.88,2.44,-3.25,1.79,0.0,0.37,3,2,-0.4405286343612369
1.83,-2.48,0.69,3.21,0.22,0.44,13.69,-5.05,1.23,-1.62,-0.62,-4.75,-7.38,2.58,-6.85,-2.45,3,2,6.372549019607843
4.17,-0.21,-2.95,-3.48,-0.68,-7.48,-10.54,8.77,7.05,-0.24,-0.47,-2.37,-1.7,-1.48,3.26,1.8,3,2,11.165048543689316
-6.25,-5.69,2.76,-4.19,-5.25,2.4,-1.81,3.49,0.89,-2.99,-3.45,-2.44,0.39,-1.54,2.53,1.23,3,2,11.97718631178708
-0.68,-7.48,-10.54,8.77,7.05,-0.24,-0.47,-2.37,-1.7,-1.48,3.26,0.0,2.91,0.47,3.05,-0.44,3,2,6.150341685649208
-0.82,-1.1,-0.56,1.96,0.27,-0.55,2.75,-0.53,2.15,-1.32,-1.07,-2.96,1.11,-1.1,0.56,1.08,2,2,-2.4861878453038666
0.54,-2.0,4.23,-3.01,-0.93,2.5,-0.46,-3.76,-3.67,-7.03,2.85,1.99,0.42,1.35,0.17,-1.9,2,2,-6.905158069883532
-1.04,-1.05,1.77,-1.74,1.06,3.51,-2.37,0.0,0.69,0.34,0.69,-0.34,-0.68,-4.14,-6.83,-3.02,2,2,-12.355212355212352
1.84,-2.41,3.29,-0.6,-0.4,-2.21,-0.82,0.83,3.09,-3.19,23.71,-1.0,3.87,1.3,-7.2,0.65,2,2,-9.310344827586203
4.14,0.0,1.64,1.15,0.45,-2.71,-0.47,-0.23,3.98,0.45,-0.67,-5.64,-1.2,5.81,0.69,-0.09,2,2,4.772727272727262
-0.27,1.34,1.58,2.08,-2.8,0.0,-0.26,0.0,2.1,-1.8,0.26,0.0,-1.57,-2.65,-0.82,0.17,2,2,1.3736263736263687
-0.37,-4.8,-1.16,-4.31,-1.64,-3.33,0.86,2.14,0.0,-0.84,-1.69,1.29,6.78,-3.97,5.37,0.44,2,2,-14.509803921568631
-1.2,0.81,-3.23,2.08,2.04,-2.4,6.56,-0.77,5.43,-0.37,-4.8,-1.16,-4.31,-1.64,-3.33,-1.63,2,2,9.482758620689658
0.0,-1.16,0.35,1.05,0.35,-0.57,1.5,1.48,0.0,2.02,-2.09,-0.34,-0.68,0.11,-0.57,0.28,2,2,6.043329532497155
1.38,-2.27,-3.72,1.45,3.33,0.0,0.46,0.0,-0.46,1.84,0.0,-0.45,0.45,-0.45,-0.45,-0.5,2,2,-3.1963470319634757
-0.87,-0.87,-1.32,1.34,0.88,0.44,0.87,0.43,0.86,-3.4,0.44,0.44,0.87,0.0,0.0,0.66,2,2,-1.2987012987012991
0.11,0.65,0.54,-0.86,-1.3,-0.66,-0.11,-0.66,-1.45,-0.56,1.36,1.68,1.32,0.98,-1.29,0.43,2,2,-2.0742358078602585
4.29,5.48,-3.9,-4.05,-1.41,0.0,-2.86,2.21,-1.44,2.19,4.29,-0.68,0.69,1.37,-2.03,-0.19,3,2,-22.758620689655174
-1.45,0.0,5.15,-2.1,0.0,0.0,4.29,5.48,-3.9,-4.05,-1.41,0.0,-2.86,2.21,-1.44,-0.41,3,2,-1.4598540145985384
-1.16,-1.76,0.0,1.2,-0.59,0.6,-0.59,0.0,-0.6,-1.8,1.22,0.0,-1.2,1.22,0.0,1.25,3,2,-2.409638554216864
0.78,-3.35,2.13,2.61,-5.6,0.0,-3.77,0.56,3.9,-2.68,-4.41,-0.29,2.6,-1.13,-3.99,1.23,3,2,-0.5934718100890191
