D-14,D-13,D-12,D-11,D-10,D-9,D-8,D-7,D-6,D-5,D-4,D-3,D-2,D-1,Dday,marketAverage,fluctuation,amount,label
5.5,3.79,-0.46,3.44,-1.77,-1.35,-4.35,2.87,1.63,0.69,-1.82,0.23,-0.69,-3.95,2.42,2.21,2,2,19.621749408983447
0.05,0.05,0.15,0.05,0.2,-0.25,-0.05,0.0,0.1,0.1,0.15,0.0,0.25,-0.05,0.1,-0.77,1,1,0.35193564605329186
0.16,0.1,0.26,0.0,0.1,0.0,0.67,0.0,0.26,-0.05,-0.05,-0.36,0.36,0.26,0.77,1.0,1,1,-2.3797468354430418
0.05,-0.1,0.21,0.1,0.05,0.26,-0.26,-0.05,-0.1,-0.05,0.1,0.1,0.1,-0.1,-0.26,-0.99,1,1,1.3996889580093264
0.05,0.15,0.05,0.2,-0.25,-0.05,0.0,0.1,0.1,0.15,0.0,0.25,-0.05,0.1,0.1,-0.53,1,1,0.30135610246107003
0.05,-0.1,0.0,0.05,0.05,-0.1,0.0,-0.05,0.05,0.36,-0.25,-0.05,0.1,0.2,0.36,-0.77,1,1,-0.25290844714213057
-0.1,0.05,0.26,-0.46,-0.26,-0.15,0.15,0.05,-0.05,-0.15,-0.05,0.0,0.0,0.05,-0.05,0.52,1,1,0.720906282183309
0.3,0.49,0.2,-0.39,0.12,-0.76,0.1,-0.05,-0.05,-0.15,0.0,0.17,-0.05,0.15,-0.05,1.34,1,1,0.7429420505200568
0.1,0.05,0.12,-0.12,0.32,-0.25,0.2,0.22,-0.25,-0.07,0.2,-0.22,0.05,-0.05,-0.22,-1.53,1,1,1.2339585389930852
-0.85,0.51,-0.5,0.15,-0.3,-0.08,0.03,-0.58,-0.25,0.05,0.36,0.1,0.08,0.0,0.13,0.42,1,1,-0.3295310519645156
0.23,-0.36,0.1,0.31,0.08,-0.05,-0.05,-0.36,-0.2,0.64,0.18,0.05,0.25,0.18,0.18,-2.45,1,1,1.50791656195024
0.03,-0.05,-0.08,0.38,0.05,0.08,0.43,-0.45,-0.3,0.1,-0.15,0.33,0.08,0.15,-0.13,1.0,1,1,1.1907778059285556
-0.5,0.15,-0.3,-0.08,0.03,-0.58,-0.25,0.05,0.36,0.1,0.08,0.0,0.13,-0.15,-0.13,0.13,1,1,-0.10167768174885738
-0.01,-0.07,0.05,0.16,0.03,0.02,0.04,-0.07,-0.1,-0.06,0.19,0.25,-0.15,0.0,-0.02,0.24,2,1,-0.36778939217964046
-0.16,-0.14,0.11,-0.13,-0.02,-0.07,0.2,0.02,0.06,-0.14,-0.02,-0.05,0.06,-0.14,0.12,-0.46,2,1,0.05346813785058746
-0.32,0.18,0.05,-0.12,0.09,-0.19,0.22,0.24,0.18,-0.44,-0.14,0.02,-0.14,0.03,-0.17,-0.97,2,1,-0.5486968449931462
0.01,0.05,0.0,-0.47,0.24,0.12,-0.18,-0.04,-0.01,-0.01,-0.12,-0.16,0.47,0.04,0.01,-0.66,2,1,1.2151148431711611
-0.06,0.19,0.25,-0.15,0.0,-0.02,0.15,0.07,-0.19,0.1,-0.02,-0.17,-0.05,0.1,-0.15,0.67,2,1,-0.5477991080085287
-0.01,0.06,-0.2,-0.19,0.12,-0.04,0.18,-0.02,-0.07,-0.05,0.14,0.0,0.01,0.03,-0.31,-0.77,2,1,0.35588923556941765
0.15,0.1,-0.1,0.05,0.05,0.05,0.0,0.05,0.0,0.05,-0.05,0.05,0.0,0.0,0.05,-0.57,2,1,0.24875621890547706
0.05,0.0,0.05,0.05,0.0,0.05,0.0,0.05,-0.05,0.0,0.05,0.0,0.0,0.0,0.0,1.12,2,1,0.049407114624511195
0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,-0.05,0.05,0.0,0.0,0.0,0.71,2,1,0.09794319294809117
0.0,0.05,0.15,0.1,-0.1,0.05,0.05,0.05,0.0,0.05,0.0,0.05,-0.05,0.05,0.0,2.18,2,1,0.19910403185665615
-0.05,0.0,0.05,0.05,0.0,0.05,-0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.05,0.05,-0.77,2,1,0.1458434613514914
0.05,-0.1,0.05,-0.05,0.1,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.05,-0.05,0.0,-0.18,2,1,0.19521717911175074
0.0,-0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.07,1,3,0.14478764478764727
0.05,-0.05,0.05,0.1,0.1,0.05,0.05,0.05,-0.05,0.1,0.05,-0.05,0.05,0.1,0.05,-1.71,1,3,0.49554013875123815
0.0,0.1,-0.1,0.0,0.1,0.05,0.0,-0.05,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.17,1,3,0.24154589371980784
0.0,0.05,0.0,0.0,0.05,0.0,-0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.05,-0.05,-1.24,1,3,0.2908385845855621
-0.05,0.0,0.05,0.05,0.0,0.0,-0.05,0.0,0.15,0.0,-0.05,0.05,0.05,0.05,0.15,-0.07,1,3,0.2931118710307823
0.1,0.1,0.05,0.0,0.1,0.0,0.05,0.05,0.0,-0.05,0.1,0.1,0.0,0.0,0.05,-0.6,1,3,0.14734774066798018
0.14,0.1,0.28,-0.09,0.04,0.21,0.4,-0.12,0.03,0.1,0.03,0.04,0.03,0.16,0.34,0.09,2,2,-0.11227179537245391
0.01,-0.01,-0.1,-0.08,-0.34,-0.14,-0.56,0.19,0.08,-0.08,0.17,0.19,-0.03,0.03,-0.26,-0.93,2,2,-0.3969869706840434
0.04,0.08,-0.06,0.1,0.28,0.01,0.08,-0.03,-0.27,0.21,0.22,-0.04,-0.01,0.12,0.04,-1.23,2,2,2.28585782466717
-0.05,-0.15,-0.1,0.09,0.07,0.24,0.12,-0.05,0.05,0.13,0.06,-0.11,-0.01,-0.03,-0.02,0.17,2,2,-0.0864511790980238
0.12,-0.05,0.11,-0.04,0.2,-0.14,-0.16,0.16,-0.18,-0.04,0.2,0.13,0.42,-0.22,0.22,1.09,2,2,0.4165396728639692
-0.08,-0.01,-0.03,0.2,-0.02,0.04,-0.05,-0.02,-0.08,0.11,-0.21,0.23,-0.11,0.07,0.04,0.37,2,2,-0.07672756917469492
1.04,0.94,-0.6,-0.23,0.84,-0.23,-0.42,0.0,-1.03,0.09,0.0,0.0,1.23,1.12,0.78,0.76,2,1,1.5089163237311354
0.36,1.29,-0.56,-0.87,-0.26,1.09,-0.62,0.1,1.45,-2.09,1.09,0.77,0.26,-0.56,0.21,0.83,2,1,5.9337190952130525
0.73,-1.02,-0.55,-1.55,1.2,-0.26,0.97,0.81,0.51,-0.76,0.0,-0.84,0.63,0.04,0.15,0.36,2,1,-2.931992993679078
-2.24,2.29,0.56,-0.48,0.11,0.0,-0.63,-0.9,-0.76,1.26,-0.3,-0.45,0.46,-0.64,0.69,0.18,2,1,-8.352941176470585
0.97,0.68,-0.36,0.0,0.52,-0.28,0.2,0.52,0.91,-1.3,0.4,0.83,0.39,0.43,-0.16,-0.43,2,1,-1.2904796688580467
-0.5,-1.86,0.91,-1.88,-1.28,0.0,0.0,-0.48,-1.18,0.33,0.7,1.1,0.04,0.24,-0.2,-0.53,2,1,-2.449387653086732
0.06,0.23,-0.09,0.08,0.28,0.07,0.19,-0.08,-0.07,-0.19,0.19,-0.1,-0.03,0.05,-0.02,0.8,2,2,0.5007132531043235
0.24,-0.09,0.34,-0.07,0.07,0.28,0.1,-0.16,-0.22,0.11,0.01,-0.04,-0.15,0.26,0.04,0.59,2,2,0.21098650446682576
-0.03,0.06,-0.11,-0.04,-0.15,0.28,0.18,-0.15,0.05,-0.03,0.18,0.01,-0.23,0.23,-0.07,0.58,2,2,-0.562558599854146
0.0,-0.18,0.08,0.0,0.09,0.09,-0.07,0.05,0.05,-0.02,0.13,-0.01,0.07,0.15,-0.15,0.32,2,2,-0.5510374705479992
0.02,0.08,0.02,-0.07,-0.12,0.17,0.0,0.02,-0.01,-0.26,0.22,0.09,-0.09,-0.13,-0.19,-1.16,2,2,0.5279416968734685
-0.08,0.04,-0.04,0.07,0.04,0.0,-0.04,0.06,-0.1,-0.04,0.0,0.03,0.04,0.03,-0.07,2.7,2,2,0.09933868816167646
-0.43,0.63,-0.19,-0.34,-0.29,0.63,-0.14,0.0,0.39,0.1,0.0,0.19,0.0,0.29,0.1,0.39,2,1,1.108861247709969
-0.18,0.05,0.68,-0.04,0.04,0.0,-0.04,0.09,-0.09,0.18,-0.18,0.31,0.13,0.04,0.4,1.07,2,1,0.2522522522522497
0.23,-0.51,0.0,0.14,-0.09,0.09,-0.19,0.28,0.0,-0.09,-0.8,0.0,-0.19,-0.05,-0.05,0.28,2,1,0.14231499051233776
0.35,-0.48,0.18,0.18,0.31,0.31,-0.35,-0.31,-0.09,-0.44,0.09,0.67,0.22,0.7,0.13,-1.23,2,1,0.17666283897181945
0.14,-0.05,0.09,0.37,-0.05,0.18,0.23,-0.36,-0.14,0.18,-0.18,-0.36,0.27,-0.32,-0.14,0.02,2,1,-1.4170602945262623
-0.41,-0.14,0.23,0.23,-0.09,-0.18,-0.27,-0.18,-0.6,-0.51,0.28,0.46,0.23,0.28,0.18,0.62,2,1,0.824303047142716
-0.09,-0.19,0.0,-0.24,0.14,-0.24,-0.05,-0.52,-0.05,0.0,-0.1,0.1,0.34,-0.33,-0.58,0.64,2,1,2.219006271104673
0.24,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.43,0.05,0.19,0.0,-0.62,0.0,0.34,1.03,2,1,1.2001920307249225
0.09,0.0,0.05,-0.24,-0.24,0.09,0.0,0.09,0.0,0.0,-0.05,0.09,0.0,0.0,0.0,1.75,2,1,0.2361832782239004
0.19,0.09,0.0,0.0,0.0,0.0,-0.14,0.19,0.33,-0.09,0.0,-0.09,0.19,0.05,-0.19,-0.28,2,1,-0.6091846298031833
-0.09,-0.19,0.0,-0.24,0.14,-0.24,-0.05,-0.52,-0.05,0.0,-0.1,0.1,0.34,-0.33,-0.58,0.64,2,1,2.219006271104673
-0.14,-0.05,-0.19,0.28,0.24,-0.05,-0.09,-0.05,-0.24,0.05,-0.28,0.19,-0.19,0.0,0.14,-1.29,2,1,-0.0948766603415585
-0.29,-1.03,-0.05,-0.05,0.0,-0.94,-0.25,-1.25,0.51,0.2,-0.6,0.61,0.15,0.85,0.15,-1.01,1,2,-1.1928429423459286
-0.2,0.3,0.1,0.34,-1.12,-0.94,1.0,0.64,0.39,-0.24,0.44,0.68,-0.34,0.29,0.15,-0.57,1,2,-1.1627906976744207
-0.25,0.4,0.84,0.15,-0.78,-0.49,-0.2,0.3,0.39,0.15,-1.18,-0.15,-1.09,-1.01,0.36,0.38,1,2,3.3924050632911484
-0.15,-1.09,-1.01,0.36,-0.46,0.46,0.2,1.11,-0.15,-0.35,-0.05,0.1,0.2,-0.25,0.6,-0.83,1,2,4.643035446829757
-0.6,0.61,0.15,0.85,0.15,0.5,0.25,-0.25,0.4,0.84,0.15,-0.78,-0.49,-0.2,0.3,0.2,1,2,-1.6781836130306038
-0.34,0.29,0.15,0.15,0.29,-0.24,-1.06,-0.05,0.2,-0.1,0.15,0.78,0.19,0.1,-0.14,0.52,1,2,-3.093281778637025
-0.05,0.01,0.05,0.03,-0.01,0.02,0.12,0.08,-0.02,-0.07,-0.19,-0.01,0.16,-0.04,0.07,0.33,2,2,-0.3604421671006164
-0.29,-0.03,0.17,-0.09,-0.47,-0.27,-0.33,0.0,-0.15,0.03,0.07,0.27,0.08,0.12,-0.07,1.49,2,2,1.4559453513951714
0.16,-0.04,0.07,0.04,-0.1,0.03,-0.06,-0.05,0.04,-0.11,-0.02,-0.14,0.1,-0.13,0.11,0.15,2,2,-0.8038211706981602
-0.16,0.02,0.06,-0.15,-0.03,-0.22,0.02,0.04,-0.31,0.06,0.04,-0.03,-0.16,0.07,0.01,-0.53,2,2,0.10593220338983578
0.06,-0.04,0.0,-0.14,0.02,0.04,-0.03,-0.1,0.06,0.01,0.08,-0.08,0.13,0.01,0.07,0.42,2,2,-0.05283697475875204
-0.12,-0.04,-0.31,-0.22,0.54,-0.09,-0.09,0.0,-0.05,-0.25,0.0,-0.54,0.49,0.25,0.2,0.65,2,2,1.3319751649204514
-0.64,-1.08,-0.55,0.05,-0.5,0.35,0.45,1.1,-0.25,-0.4,-0.05,0.3,-0.05,-0.2,0.64,-0.93,1,1,4.679802955665036
-0.4,-0.05,0.3,-0.05,-0.2,0.64,1.23,0.05,0.88,-0.24,0.82,-0.05,0.05,0.53,0.52,1.29,1,1,0.379506641366234
-1.08,-0.55,0.05,-0.5,0.35,0.45,1.1,-0.25,-0.4,-0.05,0.3,-0.05,-0.2,0.64,1.23,-1.5,1,1,2.092457420924565
1.23,0.05,0.88,-0.24,0.82,-0.05,0.05,0.53,0.52,0.52,0.42,-0.19,0.28,-0.47,0.24,1.88,1,1,-0.3764705882352892
0.88,-0.24,0.82,-0.05,0.05,0.53,0.52,0.52,0.42,-0.19,0.28,-0.47,0.24,-1.27,0.29,-0.28,1,1,0.42775665399239493
-0.05,0.3,-0.05,-0.2,0.64,1.23,0.05,0.88,-0.24,0.82,-0.05,0.05,0.53,0.52,0.52,-1.28,1,1,-0.2831524303916977
0.02,0.01,-0.01,0.01,0.01,0.01,-0.01,-0.01,0.01,0.01,0.0,0.0,0.0,0.0,-0.02,-0.18,2,3,0.019016829894447085
0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,-0.66,2,3,0.047878961984104684
0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.57,2,3,0.03355061349692434
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-0.01,-0.01,0.01,0.0,0.17,2,3,0.06697603214849135
0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.03,0.02,0.0,0.01,0.03,0.01,0.0,-0.45,2,3,0.19444444444445264
0.0,0.0,-0.01,0.03,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.99,2,3,0.11437830624791978
-0.05,-0.73,1.01,0.27,1.22,0.09,0.89,-0.31,-0.35,1.02,0.31,0.22,-0.22,-0.26,0.48,0.48,1,1,2.5405168637757436
-2.02,0.33,1.21,-0.18,0.14,0.46,-1.15,2.0,-0.55,0.23,0.59,-0.09,0.0,0.36,0.32,-1.81,1,1,0.18066847335140857
0.22,-0.22,-0.26,0.48,1.14,-0.13,1.65,-0.26,0.86,0.04,-0.51,-0.51,-0.47,-1.08,0.65,0.2,1,1,1.0803802938634366
-1.15,2.0,-0.55,0.23,0.59,-0.09,0.0,0.36,0.32,-1.04,-0.5,0.46,0.59,0.59,-0.09,0.69,1,1,1.2195121951219523
0.43,-0.04,-1.58,-0.43,-2.09,0.18,-3.82,1.11,-1.05,1.06,0.73,-0.14,1.27,-0.13,-0.22,0.18,1,1,-3.8721296713192244
0.27,1.22,0.09,0.89,-0.31,-0.35,1.02,0.31,0.22,-0.22,-0.26,0.48,1.14,-0.13,1.65,0.72,1,1,-0.17064846416382506
-0.24,-0.14,-0.23,-0.54,-0.44,-0.36,-0.13,-0.07,-0.12,-0.13,0.46,0.12,-0.22,0.37,0.18,2.74,2,3,-2.2483518646069123
0.14,0.07,-0.03,-0.11,-0.27,-0.13,0.19,0.41,0.2,0.11,-0.18,0.28,-0.1,0.11,0.01,0.89,2,3,-1.629779642219975
0.0,-0.02,0.22,-0.17,0.15,0.25,0.3,-0.38,-0.06,-0.1,0.07,-0.07,-0.21,0.17,-0.25,-1.53,2,3,-1.0486496839685833
-0.08,-0.36,-0.24,-0.14,-0.23,-0.54,-0.44,-0.36,-0.13,-0.07,-0.12,-0.13,0.46,0.12,-0.22,-1.39,2,3,-2.216066481994461
-0.1,0.26,0.0,-0.15,0.03,0.03,0.0,-0.19,-0.24,-0.24,-0.12,0.03,-0.36,0.15,0.02,1.16,2,3,0.473178730381818
-0.02,0.03,-0.05,-0.04,-0.03,0.05,-0.12,-0.07,-0.1,0.01,0.01,0.12,-0.07,0.25,0.1,-0.97,2,3,-0.17470461128223924
-0.39,0.33,0.15,-0.44,-0.12,-0.84,0.5,-0.03,-0.53,0.45,-0.02,0.06,-0.03,-0.06,-0.44,-0.03,2,3,0.3308694121788136
-0.02,0.0,0.04,-0.3,0.39,-0.04,-0.15,-0.03,-0.24,0.14,-0.16,-0.25,0.14,-0.02,0.06,-1.5,2,3,-1.7973015583251706
-0.06,-0.02,0.02,-0.52,-0.02,-0.15,-0.27,0.61,0.29,-0.13,0.12,-0.29,-0.05,-0.14,0.4,-0.91,2,3,-1.8570474281897176
-0.95,0.77,-0.51,-0.07,0.6,0.29,-0.52,0.63,0.22,-0.12,0.22,0.4,-0.63,-0.27,0.13,-0.73,2,3,-0.9816964080921142
-0.08,-0.07,-1.11,0.06,-0.16,-0.14,-0.64,-0.77,-0.99,-1.48,0.76,-0.35,0.22,0.92,0.75,2.5,2,3,-1.4685596045522442
0.15,-0.04,0.32,-0.34,-0.1,0.51,0.02,-0.05,-0.07,-0.65,0.81,-0.07,-0.24,-0.43,-0.42,-1.16,2,3,0.5314031792569507
-0.38,0.7,1.26,0.5,-0.87,-1.4,0.44,-1.13,-0.35,-2.01,2.9,-2.38,0.91,0.84,-0.7,-1.28,1,1,-0.4207186702531174
0.27,-0.42,-0.7,0.24,0.64,0.03,0.18,0.73,-0.39,0.18,-1.27,0.95,0.42,0.33,0.66,0.51,1,1,-0.8636875704093105
0.7,1.26,0.5,-0.87,-1.4,0.44,-1.13,-0.35,-2.01,2.9,-2.38,0.91,0.84,-0.7,-0.61,-0.57,1,1,1.2699514226231834
-3.1,2.39,1.26,0.96,-0.53,0.25,1.41,0.9,-0.55,-1.6,-0.78,1.63,0.7,-0.07,-0.24,-0.03,1,1,-3.106043996199659
-0.9,-3.37,-0.59,-1.7,-0.12,-1.13,-1.75,0.33,-2.39,-1.31,2.23,1.26,0.66,-1.48,-1.63,-1.91,1,1,3.2655897168664128
-0.76,-1.09,0.04,0.61,0.16,1.09,-0.32,-1.32,-0.41,-1.06,0.82,-2.7,1.39,-0.62,1.17,0.75,1,1,3.6636839439473157
-0.42,0.48,0.06,0.19,0.2,0.21,-0.18,0.31,-0.08,-0.14,0.21,-0.25,0.11,0.27,0.08,-0.91,2,1,1.3780038657191573
-0.13,-0.03,-0.05,-0.22,0.0,-0.22,0.0,0.22,-0.01,0.05,0.24,0.11,0.17,-0.08,-0.07,-0.18,2,1,0.3916034244270783
0.08,0.05,-0.17,-0.07,-0.03,-0.17,0.28,0.15,0.03,-0.01,-0.09,-0.06,-0.08,0.21,0.23,-0.02,2,1,-0.8187177733833595
0.13,0.05,-0.16,0.14,-0.06,-0.16,-0.08,0.07,-0.17,0.05,-0.39,-0.1,-0.06,0.27,0.09,-0.31,2,1,-0.2628792241811784
0.14,0.1,-0.13,-0.26,-0.14,0.24,-0.19,0.14,-0.08,-0.05,0.02,-0.16,0.1,0.1,-0.08,1.57,2,1,-0.06842509795099705
-0.18,-0.16,-0.06,0.12,-0.05,-0.15,0.24,0.06,0.13,-0.04,0.1,-0.09,-0.03,0.08,0.05,0.38,2,1,0.06852486341328845
0.01,0.19,-0.05,-0.01,-0.12,0.1,-0.07,-0.06,0.05,-0.04,-0.06,-0.06,0.03,0.24,0.23,-1.47,1,1,0.14950250012626398
-0.02,0.18,-0.19,0.16,-0.17,0.1,-0.02,0.13,-0.18,-0.11,0.04,0.03,0.04,0.07,-0.07,0.43,1,1,0.21868448243000937
-0.07,-0.18,0.23,-0.24,-0.42,0.09,0.31,0.2,-0.03,-0.12,0.02,0.01,0.1,-0.12,0.17,-1.76,1,1,-0.20286691106808918
0.03,-0.08,-0.1,0.0,0.13,-0.14,-0.15,0.01,-0.05,0.08,-0.06,-0.02,0.02,0.06,-0.11,0.26,1,1,-0.484605757196499
-0.06,0.17,-0.18,0.06,-0.07,0.1,0.2,0.07,0.13,0.42,-0.07,-0.12,-0.14,0.16,0.14,0.47,1,1,0.2755791305789179
0.04,0.09,0.01,0.02,0.02,-0.02,0.06,-0.02,0.13,0.02,0.0,-0.11,0.05,0.06,-0.01,0.69,1,1,-0.6325289069739282
0.02,0.01,0.01,0.01,0.0,0.01,0.0,-0.01,0.0,-0.01,-0.01,0.0,0.0,0.0,0.02,1.84,2,3,0.06285051247341134
0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.78,2,3,0.07765859340873593
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-2.8,2,3,0.034071550255543315
0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,-0.01,0.02,0.57,2,3,0.05336179295625243
0.01,0.0,0.01,0.0,-0.03,-0.09,-0.02,0.01,0.0,0.06,0.04,0.01,0.02,0.03,0.03,-0.22,2,3,0.043333814820156746
-0.01,-0.01,0.02,0.0,0.02,0.03,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.02,0.03,0.44,2,3,0.20169801585441238
-0.89,0.57,-0.75,0.51,0.21,0.51,-0.15,-1.67,-0.03,2.88,-0.03,-1.09,0.21,-0.98,-1.83,-0.82,2,2,1.3460113608298352
-1.03,-0.22,-1.63,-1.43,1.32,1.7,0.11,-0.59,0.92,-0.3,-0.28,0.5,0.32,1.66,2.4,-0.93,2,2,-6.228561867313642
-0.91,-0.02,-0.45,0.54,0.21,0.65,-0.79,-0.73,0.73,0.26,-0.07,-0.49,1.24,0.81,0.76,0.51,2,2,-4.226066897347169
-2.11,-1.74,-0.9,2.32,-0.8,1.65,-1.08,1.34,0.07,2.4,-1.75,-2.48,0.11,-1.19,-0.39,0.12,2,2,-1.0655776181758392
-0.9,2.32,-0.8,1.65,-1.08,1.34,0.07,2.4,-1.75,-2.48,0.11,-1.19,-0.39,0.84,0.09,0.42,2,2,-1.492953816101572
1.21,1.9,-0.93,-1.06,-0.06,0.95,1.55,-0.12,-0.75,-0.39,-1.76,1.05,-1.71,-1.52,-2.14,-0.5,2,2,3.733333333333344
1.7,-1.39,1.37,-2.15,0.23,-1.84,-0.86,0.77,1.94,-0.38,2.27,-0.55,1.8,2.29,0.38,0.26,1,3,2.9177238129757255
-0.87,-0.84,-1.45,-1.61,-0.93,-3.09,-2.31,1.13,-4.05,-2.06,1.9,3.77,0.71,-1.53,-0.14,0.17,1,3,-0.058502340093602445
-3.26,-1.04,-0.11,-1.7,-0.52,2.56,-3.39,0.0,1.38,-2.03,-3.61,-1.25,-0.04,4.03,1.56,0.38,1,3,16.81018345189067
2.24,0.7,-4.5,1.19,3.06,-0.76,-0.64,-1.06,1.17,-3.84,3.93,-1.86,0.85,-0.49,-3.35,-1.68,1,3,-5.117845117845121
-0.4,-1.68,-1.47,1.32,1.95,-0.91,-2.47,2.22,2.96,1.25,-4.47,-0.72,-2.51,-1.06,-0.14,-0.49,1,3,-8.633606849803776
-1.0,-0.43,-1.8,0.38,-1.0,0.95,-0.12,-1.12,0.0,0.51,3.11,-0.92,-1.8,-1.57,-2.97,-1.16,1,3,7.430340557275539
0.08,0.0,-0.03,0.0,0.03,0.06,0.0,0.0,0.01,0.0,0.06,0.03,-0.03,0.01,0.01,1.56,1,2,0.26499404371185253
0.09,0.0,-0.03,0.02,0.01,0.06,0.01,-0.07,0.03,0.0,0.04,-0.02,-0.01,0.0,-0.01,0.62,1,2,0.27658116310946834
-0.02,-0.02,0.03,-0.08,0.04,0.03,-0.05,0.04,0.07,-0.08,0.01,-0.01,0.0,0.03,0.02,1.12,1,2,0.4198152812762368
-0.07,0.03,0.0,0.04,-0.02,-0.01,0.0,-0.01,0.01,0.05,-0.04,0.02,0.07,0.03,-0.03,0.51,1,2,0.22248844771521892
0.05,0.0,0.0,0.01,0.03,0.04,0.01,0.01,0.03,0.02,0.05,0.0,0.0,0.02,-0.01,1.0,1,2,0.24541684050358725
0.01,0.1,0.05,0.05,0.04,0.06,0.01,0.0,0.05,0.02,0.02,0.03,0.01,0.07,0.01,0.52,1,2,0.30481760507534705
0.23,0.01,0.23,-0.08,0.12,0.33,-0.26,0.17,-0.16,0.26,0.37,-0.14,-0.44,0.23,0.7,-2.8,1,1,0.4674386486773541
-0.09,-0.1,0.0,0.08,0.26,-0.36,0.05,0.23,0.01,0.23,-0.08,0.12,0.33,-0.26,0.17,-0.93,1,1,1.253079147477787
-0.79,-0.15,-0.35,0.61,-0.38,0.9,-0.13,-0.07,0.0,0.58,-0.22,0.34,-0.16,0.3,-0.48,-0.86,1,1,1.3516015552675453
0.03,0.17,0.52,0.1,0.21,0.14,-0.41,-0.3,0.13,-0.01,0.0,0.62,-0.09,-0.3,-0.44,-0.02,1,1,2.991493835420056
0.14,-0.13,-0.3,-0.71,-0.05,0.25,-0.17,-0.13,-0.13,0.02,0.16,-0.06,0.03,-0.02,-0.05,1.34,1,1,0.3023431594860071
0.62,-0.26,-0.19,1.02,0.81,-0.22,1.12,-0.38,0.01,0.15,1.16,0.38,0.94,-0.43,0.23,-0.43,1,1,-3.564116880699797
0.05,0.08,0.2,0.05,-0.03,-0.05,0.19,-0.17,0.02,0.06,0.2,0.11,-0.2,0.1,-0.11,0.3,2,2,-0.029513615614673583
-0.31,-0.29,-0.44,0.94,0.33,0.11,-0.04,0.62,0.08,0.28,-0.03,0.74,-0.43,-0.33,0.48,-0.47,2,2,0.20508613617720162
0.06,0.79,0.26,-0.06,-0.31,0.03,-0.24,0.14,0.28,0.0,0.14,0.27,-0.24,0.19,0.02,1.2,2,2,-2.7391313335951906
-0.14,0.3,0.09,-0.36,0.24,-0.17,-0.18,-0.14,0.06,-0.34,-0.15,-0.61,-0.15,-0.09,0.68,-0.32,2,2,-0.500920057248011
0.22,-0.05,-0.46,0.06,-0.11,0.14,-0.09,-0.31,-0.11,0.09,0.1,-0.36,-0.17,0.2,-0.06,-0.64,2,2,0.38387715930903177
-0.09,0.72,-0.1,-0.08,-0.76,-0.03,-0.11,0.04,-0.36,-0.67,-0.55,-1.22,0.42,0.16,-0.15,0.08,2,2,-0.6517063845502102
0.01,0.0,0.02,0.05,0.0,-0.01,0.02,0.0,0.03,0.0,0.02,0.03,0.01,0.02,0.02,0.85,2,1,0.18864177918982428
0.0,0.03,-0.02,-0.01,-0.01,0.03,0.08,0.0,0.01,0.02,0.03,0.01,0.01,0.01,0.0,-0.28,2,1,0.22883295194509046
0.01,0.01,0.01,0.0,0.02,0.05,0.0,-0.01,0.02,0.0,0.03,0.0,0.02,0.03,0.01,1.12,2,1,0.2185141040921712
0.01,-0.02,0.01,0.0,0.0,0.0,-0.02,0.0,0.0,0.07,0.01,0.0,0.01,0.02,0.04,2.18,2,1,0.14977533699451762
0.01,0.0,0.02,0.0,0.01,0.0,0.03,0.02,0.0,0.0,0.02,0.01,0.03,-0.01,0.0,-1.5,2,1,0.20937188434695386
0.0,0.02,0.05,0.0,-0.01,0.02,0.0,0.03,0.0,0.02,0.03,0.01,0.02,0.02,-0.01,0.82,2,1,0.19859001092246142
0.01,0.03,0.01,0.0,0.01,0.01,0.03,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.0,1.5,2,1,0.20908004778972256
0.01,0.02,0.01,0.01,0.0,0.01,0.03,0.01,0.01,0.0,0.01,0.02,0.01,0.0,0.01,1.03,2,1,0.19884668920262527
0.01,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.03,0.01,0.01,0.0,0.01,0.02,0.01,3.5,2,1,0.21379207477749684
